job_title,experience,salary,location,job_description,tech_stack
Database Administrator - Mysql / Maria & Mongo,,Not disclosed ,,,"['Corporate', 'Manager Technology', 'Recruitment', 'management', 'mari', 'administration', 'mongodb', 'technology management']"
Database Engineer - DBA,,Not disclosed ,,,"['Service management', 'Automation', 'GIT', 'query optimization', 'Postgresql', 'MySQL', 'Shell scripting', 'MongoDB']"
Mysql & Mongo Dba,,Not disclosed ,,,"['Performance tuning', 'Database design', 'MySQL', 'query', 'Database administration', 'Troubleshooting', 'Monitoring', 'performance']"
Database Administrator,,Not disclosed ,,,"['Sql Statements', 'Nosql', 'Mysql Database Administrator', 'Postgresql', 'Mongodb', 'Mysql Database Management', 'administration', 'dbms']"
MySQL DBA & NoSQL,,Not disclosed ,,,"['BPO', 'Payroll', 'NoSQL', 'Linux', 'Staffing', 'cassandra', 'MySQL', 'Database administration']"
Mongo DBA,,Not disclosed ,,,"['Shell scripting', 'Database administration', 'MongoDB', 'Management', 'Monitoring', 'administration', 'dbms', 'scripting']"
Sql Server Database Administrator,,Not disclosed ,,,"['SQL Server Database Administrator', 'SAN', 'MySQL', 'Debugging', 'Database administration', 'Business continuity planning', 'Stored procedures', 'IT management']"
Database Administrator (SQL server),,11-20 Lacs PA ,,,"['MS SQL', 'Azure', 'Azure SQL', 'AWS', 'and scripting with PowerShell.', 'Windows', 'Microsoft Azure', 'SQL']"
SQL server DBA Professional,,Not disclosed ,,,"['Schema', 'query', 'Database maintenance', 'Management', 'SQL Server dba', 'Monitoring', 'SQL', 'DBMS']"
SQL Server DBA,,Not disclosed ,,,"['Consulting', 'Data structures', 'Application development', 'DBMS', 'Troubleshooting', 'Business solutions', 'SQL Server dba', 'Monitoring']"
MS SQL Server DBA,,Not disclosed ,,,"['Performance tuning', 'MS SQL', 'Disaster recovery', 'Schema', 'MySQL', 'Deployment', 'Database maintenance', 'SQL Server dba']"
SQL Server/Azure Database Administrator,,Not disclosed ,,,"['Performance tuning', 'Data migration', 'Coding', 'Database design', 'Analytical', 'Debugging', 'Stored procedures', 'SSIS']"
HCL Hiring-Database Administration-Postgre,,Not disclosed ,,,"['Database Administration', 'Postgresql', 'SQL DBA', 'Administration', 'DBMS', 'SQL']"
Database Admin Advisor,,Not disclosed ,,,"['Performance tuning', 'Oracle 12', 'Oracle RDBMS', 'Database administration', 'product life cycle', 'Database maintenance', 'Troubleshooting', 'Database Administrator']"
Oracle Dba Lead,,Not disclosed ,,,"['Oracle DBA', 'ITIL', 'oracle', 'Database administration']"
Senior Engineer - Oracle DBA,,Not disclosed ,,,"['Administration management', 'Public relations', 'MS SQL', 'Data management', 'Architecture', 'Database administration', 'Customer service', 'Windows']"
Oracle DBA,,Not disclosed ,,,"['Performance tuning', 'Storage management', 'Database migration', 'Oracle', 'database configuration', 'Oracle Data Guard', 'Database Architecture', 'DBMS']"
Oracle Applications DBA Application Developer,,Not disclosed ,,,"['Performance tuning', 'Oracle EBS', 'AWS', 'Application Development', 'Azure', 'database administration', 'Oracle e-business suite', 'Administration']"
"RCA Consultant, Progress Database",,Not disclosed ,,,"['Service management', 'RCA', 'Tomcat', 'ISO 20000', 'RDBMS', 'Analytical', 'Problem management', 'Incident management']"
Database Support Engineer,,Not disclosed ,,,"['query optimization', 'NoSQL', 'Monitoring tools', 'Postgresql', 'MySQL', 'Database', 'MongoDB', 'Oracle']"
SQL Server Database Developer,,Not disclosed ,,,"['Performance tuning', 'Automation', 'SSRS', 'Web development', 'Debugging', 'Agile', 'Scrum', 'Stored procedures']"
SQL Server Database Developer,,Not disclosed ,,,"['MS SQL', 'tableau', 'Excel', 'Web technologies', 'SSRS', 'Database', 'ASP.Net', 'SSIS']"
SQL SERVER DATABASE DEVELOPER,,Not disclosed ,,,"['T-SQL', 'Performance tuning', 'SQL queries', 'Diagnostics', 'Agile', 'Database migration', 'Application development', 'Stored procedures']"
Tech Specialist - DBA,,Not disclosed ,,,"['Cloud computing', 'Automation', 'Product engineering', 'NoSQL', 'RDBMS', 'cassandra', 'Artificial Intelligence', 'MySQL']"
Postgres Database Administrator with MNC IT,,6-12 Lacs PA ,,,"['Postgres Database', 'Database Administration', 'postgres dba', 'RDBMS', 'Postgresql Database Administration', 'Postgresql Administration', 'Postgresql', 'DBMS']"
Database Administrator - SAP HANA,,Not disclosed ,,,"['Database Administration', 'Performance tuning', 'Azure', 'Performance Optimization', 'SAP HANA', 'Disaster Recovery', 'Problem Management', 'AWS']"
Senior Software Engineer/ LA-Database Administrator,,Not disclosed ,,,"['Performance tuning', 'Cloud computing', 'Automation', 'MS SQL', 'Linux', 'Agile', 'DBMS', 'Oracle']"
PostgreSQL Database Administrator,,Not disclosed ,,,"['Database Administration', 'PL/pgSQL', 'UNIX shell scripting', 'DBA', 'Azure Cloud', 'PostgreSQL', 'troubleshooting', 'Perl']"
Data Warehouse DBA,,Not disclosed ,,,"['Performance tuning', 'Automation', 'Linux', 'Database design', 'SQL Tuning', 'Database administration', 'JIRA', 'Monitoring']"
Database Administrator II,,Not disclosed ,,,"['Automation', 'Linux', 'Coding', 'Database Administrator', 'Oracle', 'Information technology', 'Monitoring', 'SQL']"
Database Administrator,,Not disclosed ,,,"['Backend', 'Front end', 'Data management', 'Coding', 'Database design', 'data security', 'Database administration', 'Programming']"
Sr SQL Server Database Administrator,,20-25 Lacs PA ,,,"['SQL Database Administrator', 'query troubleshooting', 'Database administration', 'Performance Tuning', 'Backup And Recovery', 'MSSQL', 'performance analysis', 'DBMS']"
SQL Server/Azure Database Administrator- Bangalore/ Mangalore,,6-12 Lacs PA ,,,"['SQL Database', 'Replication', 'SQL Azure', 'Performance Tuning', 'DBMS', 'Server', 'Microsoft Azure', 'Database mirroring']"
IBM DB2 Database Administration Infra Tech Support Practitioner,,Not disclosed ,,,"['JCL', 'Cics', 'Database administration', 'Troubleshooting', 'IMS', 'Application testing', 'REXX', 'Software support']"
Oracle Dba,,Not disclosed ,,,"['Oracle DBA', 'Dataguard', 'Oracle ASM', 'Exadata', 'Goldengate', 'RAC', 'Oracle Database', 'Backup & Recovery']"
Oracle DBA L2 Mumbai Vikhroli,,9-12 Lacs PA ,,,"['Oracle DBA', 'OCP', 'Oracle Database Administrator', 'Oracle Apps Dba', 'Oracle RAC', 'ASM', 'patching', 'Oracle Certified Professional']"
Oracle Apps Dba Consultant,,20-35 Lacs PA ,,,"['Oracle Apps Dba', 'Oracle Apps', 'Oracle DBA', 'Apps DBA', 'Oracle', 'Application', 'Consulting', 'Database administration']"
Oracle Application Database Administrator,,"50,000-3 Lacs PA ",,,"['Oracle Apps Dba', 'Apps DBA', 'DBMS', 'Database administration', 'Application', 'Oracle', 'Oracle Apps', 'Administration']"
Oracle DBA Administrator,,Not disclosed ,,,"['Unix', 'SQL Tuning', 'Export import', 'Database', 'Oracle DBA', 'Oracle RAC', 'Windows', 'User management']"
Oracle DBA,,Not disclosed ,,,"['Unix', 'SQL Tuning', 'Export import', 'Database', 'Oracle DBA', 'Oracle RAC', 'Windows', 'User management']"
Oracle dba,,5-15 Lacs PA ,,,"['Installation', 'RAC step up', 'upgrade', 'ASM', 'DataGuard', 'database configuration', 'capacity planning', 'and performance monitoring']"
PostgreSQL & Oracle DBA,,Not disclosed ,,,"['Postgresql Database Administration', 'Oracle DBA', 'Oracle Database Administrator', 'DBMS', 'Administration', 'Oracle database', 'Postgresql', 'Oracle']"
Senior Oracle Application Database Administrator,,Not disclosed ,,,"['Oracle Apps Dba', 'oracle', 'EBS', 'Senior Application Database Administrator', 'Application Database Administrator', 'Apps DBA', 'E Business Suite', 'apps']"
Senior Oracle Application Database Administrator,,Not disclosed ,,,"['Oracle Apps Dba', 'database', 'oracle application database', 'oracle', 'application', 'EBS', 'oracle application database administrator', 'Apps DBA']"
"Senior Associate, Database Management Analyst",,Not disclosed ,,,"['Translation', 'Database design', 'Data modeling', 'Database administration', 'Database Analyst', 'Financial services', 'Database Management Analyst', 'Senior']"
Lead Database Management Analyst,,Not disclosed ,,,"['Computer science', 'Translation', 'Database design', 'Data modeling', 'Database administration', 'Representative', 'Database Analyst', 'Financial services']"
"Associate, Database Management Analyst",,Not disclosed ,,,"['Process automation', 'Maven', 'Data analysis', 'Bloomberg', 'Agile', 'Asset management', 'JIRA', 'Release management']"
SQL DBA,,Not disclosed ,,,"['Performance tuning', 'Log shipping', 'Automation', 'MS SQL', 'Coding', 'Database design', 'Windows', 'Customer service']"
MS-SQL Database Administrator,,10-15 Lacs PA ,,,"['Ms Sql Server Dba', 'L2-level', 'Database Administrator', 'SQL Servers', 'SQL Server dba', 'Serv', 'Administration', 'SQL Server']"
SQL DBA Professional,,Not disclosed ,,,"['Performance tuning', 'Database administration', 'Healthcare', 'Application development', 'Scheduling', 'Windows', 'Stored procedures', 'SSIS']"
SQL Database Administrator,,Not disclosed ,,,"['Performance tuning', 'Data analysis', 'Database design', 'MySQL', 'SSRS', 'Database administration', 'Stored procedures', 'SSIS']"
MS SQL DBA,,Not disclosed ,,,"['SQL Server Database Administrator', 'Analytical skills', 'MS SQL', 'Software design', 'Database', 'data integrity', 'Troubleshooting', 'SQL DBA']"
SQL DBA,,Not disclosed ,,,"['Performance tuning', 'Data migration', 'query optimization', 'Database', 'ITIL framework', 'Troubleshooting', 'IT operations', 'Information technology']"
SQL DBA,,Not disclosed ,,,"['Log shipping', 'Bmc Remedy', 'SSRS', 'Database administration', 'Windows', 'SSIS', 'Troubleshooting', 'JIRA']"
SQL Database Administration ( SQL DBA ),,Not disclosed ,,,"['IT services', 'MS SQL', 'DTS', 'Db2', 'MySQL', 'Disaster recovery', 'Stored procedures', 'Technical support']"
SQL DBA,,Not disclosed ,,,"['FTP', 'Linux', 'Database administration', 'Active directory', 'DNS', 'Windows', 'Oracle', 'Apache']"
MS SQL DBA,,Not disclosed ,,,"['BPO', 'Performance tuning', 'Automation', 'Payroll', 'Costing', 'Database administration', 'Windows', 'Troubleshooting']"
SQL DBA,,Not disclosed ,,,"['MS SQL', 'Database administration', 'OLTP', 'SQL DBA', 'Microsoft', 'Administration', 'SQL Server', 'DBMS']"
SQL DBA Administrator,,Not disclosed ,,,"['Training', 'Schema', 'query', 'product life cycle', 'Deployment', 'Database maintenance', 'Management', 'Monitoring']"
SQL DBA Developer,,Not disclosed ,,,"['Performance tuning', 'Automation', 'RDBMS', 'Staffing', 'MongoDB', 'SSIS', 'SQL DBA', 'SQL Server dba']"
JD - Sr.SQL Database Administrator,,Not disclosed ,,,"['Performance tuning', 'Automation', 'Production support', 'SSRS', 'Debugging', 'Database administration', 'CMMI', 'SSIS']"
MS SQL DBA,,Not disclosed ,,,"['MS SQL', 'Postgresql', 'Database administration', 'Scheduling', 'Windows', 'Stored procedures', 'Customer service', 'Oracle']"
SQL DBA Developer,,Not disclosed ,,,"['VMware', 'Performance tuning', 'MS SQL', 'query optimization', 'Staffing', 'Database administration', 'Infrastructure', 'Troubleshooting']"
SQL - DBA,,Not disclosed ,,,"['Capacity management', 'Performance tuning', 'Design review', 'Configuration management', 'Database', 'Windows', 'DBMS', 'Troubleshooting']"
SQL DBA,,Not disclosed ,,,"['Schema', 'query', 'Deployment', 'Database maintenance', 'Management', 'SQL DBA', 'Monitoring', 'SQL']"
SQL DBA,,Not disclosed ,,,"['Log shipping', 'MS SQL', 'Database mirroring', 'Disaster recovery', 'Cloud', 'Active directory', 'Windows', 'Troubleshooting']"
Database Administrator,,Not disclosed ,,,"['Loans', 'Automation', 'Postgresql', 'MySQL', 'Troubleshooting', 'Load balancing', 'Monitoring', 'Financial services']"
Application Database Administrator: RDBMS,,Not disclosed ,,,"['Unix', 'Aix', 'Linux', 'Shell scripting', 'PLSQL', 'query optimization', 'RDBMS', 'Coding']"
Application Database Administrator: RDBMS,,Not disclosed ,,,"['Unix', 'Aix', 'Linux', 'Shell scripting', 'PLSQL', 'query optimization', 'RDBMS', 'Coding']"
MySQL Database Administration Infra Tech Support Practitioner,,Not disclosed ,,,"['AWS RDS', 'Azure Database', 'MySQL database administration', 'Database design', 'Software support', 'Postgresql', 'Disaster recovery', 'Architectural design']"
Oracle DBA,,Not disclosed ,,,"['Change management', 'Database design', 'Powershell', 'SSRS', 'Database administration', 'Oracle DBA', 'SSIS', 'Troubleshooting']"
Oracle Database Administrator,,Not disclosed ,,,"['RAC', 'Oracle DBA', 'RMAN', 'Dataguard', '12C', 'Datapump', 'Patching', 'Oracle Admin']"
Hiring Oracle DBA ( 4+ Yrs ) For Mumbai,,Not disclosed ,,,"['backup', 'oracle', 'sql queries', 'performance tuning', 'configuration', 'oracle rac', 'upgradation', 'sql tuning']"
Oracle DBA with 4+ Yrs - Hyderabad,,Not disclosed ,,,"['backup', 'upgradation', 'sql tuning', 'recovery', 'sql', 'features', 'system administration', 'rac']"
Oracle Database Administrator,,Not disclosed ,,,"['RAC', 'dataguard', 'OEM', 'Oracle Admin', 'ASM', 'Oracle 10G', 'RMAN', 'Oracle']"
Oracle Database Administrator- Mumbai,,3-4 Lacs PA ,,,"['Oracle Administration', 'Migration', 'Oracle RAC', 'Troubleshooting', 'SQL', 'MS SQL', 'Standalone Architecture', 'TNS']"
Oracle Database Administrator,,Not disclosed ,,,"['Oracle DBA', 'Oracle RAC', 'oracle core dba', 'oracle database architecture', 'Oracle Core', 'Core', 'RAC', 'Administration']"
"DBA (MYSQl, PostgreSQl, MongoDB, Oracle DB)",,Not disclosed ,,,"['Database Administration', 'Mysql Cluster', 'Shell Scripting', 'Stored Procedures', 'High Availability', 'Database Handling', 'Server Security', 'Replication']"
Oracle Database Administrator,,Not disclosed ,,,"['Service management', 'Oracle development', 'Performance tuning', 'Trend analysis', 'Infrastructure', 'DBMS', 'Resource management', 'Oracle 11G']"
Oracle Database Administrator,,Not disclosed ,,,"['Service management', '', 'Performance tuning', 'Trend analysis', 'PLSQLMSC', 'DBMS', 'Resource management', 'Monitoring']"
Oracle Database Administrator,,Not disclosed ,,,"['Service management', 'Oracle development', 'Performance tuning', 'Trend analysis', 'Database', 'PLSQL', 'DBMS', 'Resource management']"
Oracle DBA Consultant,,Not disclosed ,,,"['Oracle database', 'Database architecture', 'Performance tuning', 'SQL queries', 'Architecture', 'Networking', 'SQL Tuning', 'Oracle DBA']"
Oracle DBA,,Not disclosed ,,,"['Oracle database', 'Database architecture', 'Performance tuning', 'SQL queries', 'Architecture', 'Networking', 'SQL Tuning', 'Oracle DBA']"
Oracle DBA Developer,,Not disclosed ,,,"['Linux', 'Operating systems', 'Database design', 'Database administration', 'Oracle DBA', 'Database maintenance', 'Windows', 'Oracle']"
Oracle Database Administrator,,Not disclosed ,,,"['RAC', 'Golden Gate', 'RMAN', 'Oracle DBA', 'DBMS', 'Oracle database', 'Administration', 'Database administration']"
Tech Operations Analyst-Oracle DBA,,Not disclosed ,,,"['Performance tuning', 'Automation', 'Data management', 'Database design', 'Postgresql', 'MySQL', 'Shell scripting', 'Disaster recovery']"
Oracle Database Administration Application Support Engineer,,Not disclosed ,,,"['Performance tuning', 'Automation', 'Application support', 'Linux', 'Troubleshooting', 'SQL queries', 'Oracle SQL', 'Oracle DBA']"
"SQL DBA -Kanjurmarg,Mumbai",,2-3 Lacs PA ,,,"['Administration', 'Installation', 'Configuration', 'SQL DBA', 'Troubleshooting Skills', 'Upgradation', 'Architecture', 'Migration']"
"SQL DBA -Kanjurmarg,Mumbai",,2-3 Lacs PA ,,,"['Administration', 'Installation', 'Configuration', 'SQL DBA', 'Troubleshooting Skills', 'Upgradation', 'Architecture', 'Migration']"
Database Trainer,,Not disclosed ,,,"['Tableau', 'SQL', 'MySQL', 'Oracle', 'Data Engineering', 'Oracle Database', 'Data Science', 'database']"
Database Administrator,,Not disclosed ,,,"['Automation', 'RDBMS', 'Postgresql', 'MySQL', 'Active directory', 'Agile', 'OLAP', 'Windows']"
Maurices Apps DBA For upgrade project,,Not disclosed ,,,"['Oracle Apps', 'SOA', 'Architecture', 'GCP', 'Hyperion', 'Weblogic', 'Database', 'Apps DBA']"
Database Administrator,,Not disclosed ,,,"['Computer science', 'MS SQL', 'Linux', 'Database design', 'database security', 'MySQL', 'Schema', 'Database administration']"
Database Administrator - Cassandra,,Not disclosed ,,,"['Performance tuning', 'Administration', 'cassandra', 'Disaster recovery', 'Database', 'Management', 'Oracle', 'Apache']"
Postgresql Database Administrator,,Not disclosed ,,,"['Postgresql Database Administration', 'AWS', 'SQL', 'Postgresql', 'DBMS', 'Database administration', 'Administration']"
Database Administrator and Database Developer,,8.5-18 Lacs PA ,,,"['SQL Development', 'Database Design', 'Database Administrator Developer', 'Database Migration', 'Database Development', 'Query Tuning', 'Database Administration', 'SQL Server Development']"
"Senior Database Administrator , Production Engineering",,Not disclosed ,,,"['Performance tuning', 'Automation', 'MySQL', 'Disaster recovery', 'Agile', 'Unit testing', 'Database Administrator', 'Monitoring']"
Database Administrator - MYSQL,,Not disclosed ,,,"['MySQL', 'Database Administrator', 'Database administration', 'DBMS', 'Administration']"
Application Database Administrator: RDBMS,,Not disclosed ,,,"['Performance tuning', 'RDBMS', 'XML', 'Disaster recovery', 'PLSQL', 'Data modeling', 'Mainframe', 'QMF']"
Application Database Administrator: RDBMS,,Not disclosed ,,,"['Performance tuning', 'RDBMS', 'XML', 'Disaster recovery', 'PLSQL', 'DBA', 'Data modeling', 'DB2']"
ETL Database Developer / Admin,,Not disclosed ,,,"['MongoDB', 'ETL', 'Elastic Search', 'Integration', 'Configuration', 'Database Design', 'Data Storage And Retrieval', 'Searching']"
Oracle DBA with Azure cloud,,Not disclosed ,,,"['Oracle DBA', 'Azure Cloud', 'Oracle Admin', 'Scripting', 'Administration', 'Cloud', 'Database administration', 'Oracle']"
Hiring Oracle DBA- HCL Technologies,,Not disclosed ,,,"['Oracle DBA', 'Oracle', 'DBA', 'Database administration', 'Hiring']"
Oracle DBA,,Not disclosed ,,,"['RAC', 'Oracle DBA', 'Dataguard', 'Exadata', 'Real Application Cluster', 'OEM', 'Datapump', 'Golden Gate']"
Oracle Database Administrator,,6-16 Lacs PA ,,,"['Oracle RDBMS', 'Oracle DBA', 'Performance Tuning', 'Oracle', 'Administration', 'RDBMS', 'Database administration', 'DBMS']"
Oracle DBA,,Not disclosed ,,,"['Computer science', 'Oracle database', 'Oracle RDBMS', 'Oracle SQL', 'Database administration', 'Problem management', 'Database', 'Oracle DBA']"
Oracle APPS DBA lead,,Not disclosed ,,,"['Oracle Apps Dba', 'R12', '11I', 'Apps DBA', 'Application', 'Database administration', 'Oracle Apps', 'Oracle']"
Technology Enablement Oracle DBA Assistant Manager,,Not disclosed ,,,"['Performance management', 'Analytical', 'Strategic planning', 'Oracle DBA', 'Oracle', 'Troubleshooting', 'RMAN', 'Monitoring']"
Technology Enablement Oracle DBA Executive,,Not disclosed ,,,"['Data migration', 'Architecture', 'EBS', 'Oracle DBA', 'Oracle', 'Troubleshooting', 'RMAN', 'Monitoring']"
Oracle DBA-OEM,,Not disclosed ,,,"['Unix', 'Performance tuning', 'Linux', 'Storage management', 'SQL Tuning', 'Disaster recovery', 'Database administration', 'Oracle DBA']"
Oracle DBA,,Not disclosed ,,,"['Oracle database', 'Performance tuning', 'Administration', 'Architecture', 'RAC', 'Database', 'Oracle DBA', 'Oracle']"
Oracle DBA,,Not disclosed ,,,"['Change management', 'Database design', 'Powershell', 'SSRS', 'Database administration', 'Oracle DBA', 'SSIS', 'Troubleshooting']"
Oracle DBA,,Not disclosed ,,,"['Oracle database', 'Oracle RDBMS', 'Administration Staff', 'development testing', 'Database administration', 'Oracle DBA', 'System administration', 'Capacity planning']"
Oracle DBA,,Not disclosed ,,,"['Performance tuning', 'query optimization', 'RDBMS', 'Database design', 'Consulting', 'Oracle DBA', 'Perl', 'Troubleshooting']"
Oracle DBA for a Healthcare MNC,,Not disclosed ,,,"['Unix', 'Performance tuning', 'MNC', 'Linux', 'Production support', 'RDBMS', 'Database administration', 'Oracle DBA']"
